Customer_ID,Age,Annual_Income,Credit_Score,Tenure_Months,Card_Tier,Acquisition_Channel,Credit_Limit,Avg_Monthly_Spend,Utilization_Rate,Avg_Payment_Ratio,Delinq_30D_Count,Satisfaction_Score,Churn_Risk
C00709,44,107688,717,123,Platinum,Digital,24097,2073.08,0.42,0.706,0,10,0.02
C00710,40,69138,611,55,Classic,Partner,5889,835.29,0.311,0.612,1,8,0.043
C00711,32,105773,678,24,Gold,Digital,14739,1478.38,0.407,0.735,0,7,0.13
C00712,52,46826,692,65,Classic,Digital,5043,484.48,0.554,0.808,0,9,0.03
C00713,38,104326,535,40,Classic,Digital,3625,621.09,0.848,0.666,0,8,0.078
C00714,47,142229,660,9,Platinum,branch,29679,3200.84,0.542,0.69,0,8,0.122
C00715,38,70015,626,139,Classic, Branch,4657,957.85,0.522,0.864,0,8,0.06
C00716,59,78518,618,63,Classic,Partner,5735,1192.87,0.488,0.768,0,10,0.02
C00717,31,68812,685,35,Gold,Partner,7734,772.37,0.424,0.693,0,6,0.252
C00718,49,71997,734,51,Gold,Digital,8357,1051.87,0.25,0.898,0,10,0.02
C00719,53,98041,649,51,Gold,Digital,13460,1584.35,0.34,0.721,0,9,0.03
C00720,33,36646,593,110,Classic,Digital,2363,369.52,0.581,0.691,0,10,0.02
C00721,53,68344,558,6,Classic,Direct Mail,1323,831.59,0.649,0.516,1,3,0.373
C00722,51,224051,626,42,Platinum,Partner,40000,4812.9,0.562,0.748,0,7,0.097
C00723,26,75119,663,16,Gold,Partner,10358,711.54,0.271,0.708,0,6,0.276
C00724,43,34882,625,5,Classic,Branch,1000,416.4,0.571,0.649,0,6,0.218
C00725,36,91780,755,65,Platinum,Digital,20159,2544.74,0.222,0.802,0,5,0.214
C00726,60,60887,574,31,Classic,Direct Mail,2508,408.37,0.439,0.608,0,9,0.02
C00727,54,55627,658,106,Classic,Branch,3237,638.16,0.515,0.705,0,9,0.02
C00728,32,103520,666,33,Gold,Direct Mail,14090,1924.88,0.265,0.857,0,8,0.062
C00729,50,32313,584,12,Classic,Branch,1610,150,0.725,0.609,0,7,0.095
C00730,62,85201,720,18,Classic, Partner,7875,1014.87,0.342,0.677,0,10,0.02
C00731,53,89016,761,66,Classic,Branch,13349,1570.05,0.236,0.783,0,7,0.154
C00732,50,65287,696,26,Gold,Branch,12906,1247.81,0.289,0.959,0,6,0.216
C00733,52,93428,568,41,Classic,Direct Mail,5854,1586.28,0.452,0.69,0,8,0.067
C00734,46,72685,612,18,Classic,Digital,2858,726.9,0.536,0.573,0,6,0.214
C00735,66,84283,681,136,Classic,Digital,8082,692.31,0.521,0.762,0,10,0.02
C00736,30,81311,720,40,Gold,Branch,11979,1418.25,0.456,0.891,0,6,0.131
C00737,74,43326,722,24,Gold,Branch,8874,380.31,0.477,0.799,0,5,0.295
C00738,46,38672,730,21,Classic,Partner,4193,629.23,0.333,0.757,0,8,0.053
C00739,37,61615,672,27,Classic ,Direct Mail,2927,352.07,0.348,0.751,0,10,0.02
C00740,39,99035,666,59,Gold,Branch,14547,1718.49,0.506,0.754,0,10,0.02
C00741,44,59727,661,81,Classic,Digital,5208,364.67,0.5,0.782,0,4,0.297
C00742,35,141833,760,14,Platinum,DIGITAL,29423,3369.04,0.313,0.926,0,,0.02
C00743,36,62375,686,71,Gold,Digital,10161,1168.66,0.612,0.762,0,6,0.196
C00744,31,110004,699,50,Platinum,Digital,25399,2826.53,0.493,0.875,0,10,0.02
C00745,47,44348,605,35,CLASSIC,Digital,4591,373.53,0.466,0.57,1,7,0.108
C00746,34,131125,701,19,Platinum,Digital,30639,3164.02,0.415,0.755,0,,0.02
C00747,53,56092,732,72,Classic,Branch,8313,646.11,0.335,0.795,0,5,0.193
C00748,59,28000,729,18,Classic,Branch,6272,286.13,0.296,0.828,0,5,0.186
C00749,56,28000,738,76,Classic,Digital,6541,261.02,0.23,0.934,0,10,0.02
C00750,21,53281,698,46,Gold,Digital,8284,1009.18,0.38,0.709,0,7,0.076
C00751,58,60508,682,17,Gold,Direct Mail,10100,883.1,0.315,0.811,0,9,0.071
C00752,32,75802,815,57,Classic,Branch,11460,1316.49,0.172,0.951,0,7,0.121
C00753,49,64495,673,48,Gold,Branch,10494,937.02,0.294,0.619,0,8,0.048
C00754,30,77008,651,54,Gold,Digital,11775,1447.87,0.519,0.684,0,4,0.281
C00755,21,47037,673,28,Classic,Digital,1000,480.47,0.328,0.714,0,8,0.055
C00756,25,43230,720,25,Classic,Branch,9116,1685.46,0.353,0.758,0,6,0.136
C00757,45,58670,635,51,Classic,Digital,6807,990.7,0.279,0.669,0,4,0.28
C00758,46,114546,716,140,Platinum,Direct Mail,26640,2654.81,0.593,0.784,0,8,0.047
C00759,45,66595,644,53,Classic,Branch,4260,685.53,0.285,0.719,0,7,0.129
C00760,36,100624,717,31,Classic,Branch,11510,961.11,0.24,0.824,0,10,0.02
C00761,33,29390,637,55,Classic,Direct Mail,2247,333.88,0.577,0.63,0,8,0.07
C00762,56,43638,673,34,Classic ,DIRECT MAIL,4235,628.45,0.628,0.668,0,7,0.11
C00763,21,207308,704,17,Platinum,Direct Mail,40000,4536.93,0.364,0.706,0,5,0.255
C00764,32,47540,673,18,Classic,Branch,5613,473.23,0.33,0.642,0,9,0.035
C00765,40,58973,627,10,Classic,Digital,3284,553.75,0.491,0.53,0,6,0.178
C00766,40,60649,649,63,CLASSIC,Digital,4431,773.46,0.44,0.693,0,7,0.122
C00767,32,86487,725,51,GOLD,DIGITAL,18033,1577.83,0.224,0.847,0,7,0.119
C00768,54,94536,757,14,Classic,Digital,12959,1520.43,0.416,0.787,0,8,0.067
C00769,24,31813,617,43,Classic,Direct Mail,5327,878.1,0.504,0.598,1,9,0.02
C00770,48,81928,693,17,Gold,Partner,12544,1439.65,0.406,0.656,2,6,0.178
C00771,30,82600,704,156,Gold,Partner,11375,1266.08,0.324,0.846,0,3,0.296
C00772,34,96976,739,24,Platinum,Digital,24620,2710.14,0.464,0.891,0,6,0.233
C00773,30,78091,632,36,Gold,Digital,9037,1116.14,0.323,0.763,0,8,0.08
C00774,31,93174,654,28,Gold,Direct Mail,8834,1262.84,0.42,0.741,0,6,0.179
C00775,34,111491,627,26,Gold,Direct Mail,12835,1838.97,0.546,0.669,0,6,0.175
C00776,57,115104,716,10,Platinum,Digital,26287,2844.63,0.359,0.84,0,5,0.243
C00777,47,133309,758,39,Classic,Digital,15760,1867.2,0.338,0.853,0,8,0.029
C00778,38,97318,670,41,Gold, Partner,12497,1472.32,0.251,0.626,0,5,0.246
C00779,53,36239,631,63,Classic,Branch,1749,596.29,0.551,0.946,0,4,0.296
C00780,60,28000,661,80,Classic,Direct Mail,1000,647.12,0.582,0.535,0,8,0.04
C00781,58,90600,718,41,Gold,Direct Mail,15447,1605.47,0.453,0.888,0,9,0.053
C00782,51,223211,711,27,Gold,Branch,31536,3580.02,0.325,0.82,0,8,0.065
C00783,62,63279,715,15,Gold,Partner,9897,1312.8,0.24,0.869,0,8,0.023
C00784,37,83708,696,19,Gold,Digital,12020,1661.83,0.401,0.783,0,9,0.02
C00785,48,34171,690,68,Classic,Partner,4107,150,0.72,0.752,0,8,0.07
C00786,21,81442,636,75,Gold,Branch,12018,1397.64,0.406,0.707,0,8,0.062
C00787,39,54154,790,45,Gold,Digital,11245,894.08,0.1,0.976,0,7,0.149
C00788,25,194568,638,23,Platinum,Digital,40000,4595.92,0.405,0.558,0,10,0.02
C00789,47,60258,664,157,Classic,Branch,6222,684.79,0.552,0.797,0,7,0.068
C00790,53,40856,653,46,Classic,Branch,4572,557.44,0.335,0.786,0,9,0.02
C00791,44,62578,658,63,Classic ,Digital,6826,686.91,0.49,0.658,1,9,0.029
C00792,58,136389,650,100,Gold,Direct Mail,16157,1859.27,0.4,0.726,0,8,0.068
C00793,35,48190,688,30,Classic,Digital,2040,687.6,0.231,0.746,0,5,0.26
C00794,54,41341,701,68,classic,Branch,5700,277.28,0.359,0.792,0,5,0.248
C00795,42,35573,741,20,Classic,Branch,6575,646.28,0.197,0.716,0,4,0.282
C00796,35,72836,627,23,Classic,Partner,1720,237.94,0.388,0.801,0,8,0.077
C00797,66,35321,767,24,Gold ,Digital,3907,150,0.232,0.876,0,8,0.138
C00798,21,193426,739,110,Platinum,Branch,40000,4599.71,0.181,0.783,0,6,0.159
C00799,41,134175,680,69,Platinum,Partner,24896,2239.47,0.464,0.734,0,6,0.153
C00800,48,156812,749,56,Platinum,Branch,33278,3602.55,0.317,0.848,1,8,0.025
C00801,32,57205,579,56, Classic,Digital,2252,150,0.607,0.771,0,6,0.154
C00802,56,35227,713,31,Classic,Direct Mail,1573,600.25,0.28,0.783,0,8,0.039
C00803,41,142442,690,22,Platinum,Digital,28766,3322.99,0.329,0.691,0,8,0.071
C00804,40,36041,657,37,Classic,Digital,1000,353.24,0.336,0.638,0,9,0.02
C00805,41,41202,664,38,Classic,Branch,3787,392.52,0.386,0.655,0,7,0.071
C00806,43,106653,681,18,Platinum,Direct Mail,22895,2517.69,0.456,0.72,0,8,0.084
C00807,34,34871,624,43,Classic,Partner,1000,234.12,0.637,0.779,0,8,0.084
C00808,21,97895,612,72,Classic,Partner,2847,577.42,0.631,0.568,1,7,0.126
C00809,32,89186,659,71,Gold,Direct Mail,11100,1235.0,0.427,0.801,0,9,0.02
C00810,24,78544,678,87,Gold,Digital,10318,1115.24,0.616,0.804,0,6,0.165
C00811,59,87176,731,61,CLASSIC,Digital,11794,1692.74,0.306,0.857,0,8,0.033
C00812,45,47337,687,24,Classic,Branch,6641,868.97,0.443,0.797,0,9,0.02
C00813,21,95304,760,56,PLATINUM,Partner,22616,2658.68,0.167,1.0,0,8,0.043
C00814,48,62832,742,63,Gold,Partner,12618,873.04,0.311,0.713,0,6,0.224
C00815,27,70534,748,52,Gold,Digital,14446,1255.25,0.21,0.929,0,6,0.156
C00816,38,130854,739,48, Platinum,Digital,28094,2979.86,0.195,1.0,0,8,0.068
C00817,45,71004,695,28,Gold,Direct Mail,13977,1557.96,0.366,0.804,0,6,0.141
C00818,36,78343,687,45,Gold,DIGITAL,10724,1195.82,0.46,0.765,0,8,0.065
C00819,51,84910,677,17,Gold,Branch,8679,1100.73,0.576,0.729,0,6,0.183
C00820,46,61595,697,67,Gold,Digital,9280,810.6,0.292,0.717,0,10,0.02
C00821,32,166012,708,44,Platinum,Direct Mail,36431,3882.58,0.52,0.842,0,9,0.02
C00822,47,113308,634,26,Gold,Digital,13936,1789.37,0.332,0.644,0,8,0.051
C00823,43,44761,674,38,Classic,Branch,2616,681.26,0.393,0.665,0,7,0.101
C00824,39,98917,718,46,Platinum,Digital,22188,2589.48,0.398,0.913,0,8,0.022
C00825,21,59536,711,45,Gold,Digital,8016,952.05,0.544,0.781,0,6,0.168
C00826,36,54545,706,27,Gold,Direct Mail,10098,955.29,0.476,0.801,0,7,0.072
C00827,47,80983,726,43,Gold,Digital,15034,1533.46,0.36,0.934,0,3,0.349
C00828,29,71684,708,27,Gold,Branch,12520,1483.26,0.434,0.692,0,7,0.11
C00829,47,95505,671,18,Gold,Direct Mail,12929,1557.99,0.474,0.744,0,7,0.074
C00830,45,68858,732,35,Gold,Direct Mail,13243,1162.31,0.495,0.868,0,8,0.02
C00831,52,142339,778,26,Classic,Partner,15957,1997.17,0.501,0.836,0,8,0.06
C00832,57,78984,725,43,Gold,BRANCH,10009,1063.1,0.29,0.907,0,5,0.227
C00833,31,79595,751,35,Gold,Partner,12122,1735.29,0.452,1.0,0,7,0.103
C00834,21,73327,692,47,Gold,Digital,12715,1219.85,0.312,0.684,0,6,0.14
C00835,24,81790,643,131,Gold,Direct Mail,7982,487.95,0.621,0.603,0,9,0.065
C00836,41,67678,700,73,Gold,Direct Mail,9687,1101.71,0.278,0.808,0,5,0.249
C00837,27,116272,645,14,Gold,Branch,11831,1488.75,0.299,0.637,0,6,0.117
C00838,47,64543,686,89,Gold,Direct Mail,9717,976.17,0.263,0.717,0,5,0.239
C00839,54,90341,654,68,Gold,Digital,12231,1543.04,0.253,0.683,1,10,0.02
C00840,53,79950,715,37,Gold,Branch,11755,1118.39,0.495,0.916,0,8,0.066
C00841,72,65999,680,33,Gold,Partner,11300,1172.3,0.62,0.712,0,7,0.137
C00842,50,85682,725,12,Gold,DIGITAL,15014,1527.24,0.299,0.848,0,8,0.072
C00843,28,90625,674,75,Gold,Digital,14476,1581.33,0.373,0.837,0,6,0.183
C00844,21,59981,714,29,Gold,Digital,11563,895.29,0.352,0.801,0,8,0.164
C00845,55,158874,808,17,Classic,Digital,20380,2038.26,0.445,0.938,0,8,0.102
C00846,66,52728,667,43,Classic,Digital,7310,942.12,0.658,0.818,0,6,0.165
C00847,45,55724,633,76,Classic,Branch,6583,579.25,0.402,0.769,0,7,0.144
C00848,38,90510,667,22,Gold,Digital,10328,893.04,0.235,0.682,0,9,0.043
C00849,46,136533,626,106,Classic,Branch,12042,1550.66,0.462,0.825,0,,0.09
C00850,47,142690,763,12,Platinum,Digital,34212,3459.66,0.58,0.932,0,7,0.109
C00851,30,88017,650,59,Classic,Partner,9580,785.21,0.652,0.675,1,,0.187
C00852,24,49781,640,48,Classic,Direct Mail,4122,519.66,0.401,0.749,0,8,0.02
C00853,59,32971,688,131, Classic,Digital,5333,277.9,0.479,0.77,0,8,0.088
C00854,22,93709,617,45,Gold,Partner,13927,1527.21,0.512,0.719,0,7,0.112
C00855,21,41278,641,6,Classic,Digital,1000,150,0.345,0.754,0,,0.02
C00856,21,109805,586,82,gold,Direct Mail,15814,1696.29,0.564,0.57,0,6,0.162
C00857,49,59914,584,19,Classic,Digital,1000,150,0.587,0.735,0,4,0.284
C00858,34,51006,666,44,Classic,Digital,10353,1160.52,0.318,0.82,0,6,0.172
C00859,42,44282,611,19,Classic,Partner,2939,351.74,0.484,0.582,0,3,0.331
C00860,29,68735,709,42,GOLD,Partner,14229,1253.55,0.326,0.795,0,7,0.124
C00861,50,178747,718,64,Platinum,Branch,37949,4500.62,0.538,0.95,0,3,0.302
C00862,45,84931,785,70,Platinum,Digital,20515,2232.38,0.476,0.827,0,10,0.02
C00863,75,78938,613,11,Classic,Digital,8189,843.97,0.532,0.672,0,8,0.087
C00864,32,45880,671,11,Classic,Digital,2557,150,0.595,0.614,0,8,0.04
C00865,41,89298,654,70,Gold,Digital,12306,1615.02,0.541,0.745,0,8,0.029
C00866,31,77809,589,101,Classic,Digital,7112,857.33,0.778,0.601,0,,0.054
C00867,50,65427,835,8,Platinum,Digital,18228,1391.21,0.118,1.0,0,6,0.174
C00868,45,39546,713,19,Classic,Partner,4770,790.06,0.373,0.824,0,7,0.092
C00869,45,85129,647,83,Gold,Partner,10573,1167.51,0.512,0.63,0,8,0.02
C00870,42,54774,621,34,Classic,Branch,4395,671.76,0.665,0.747,0,7,0.151
C00871,55,53387,639,21,Classic,Branch,4874,492.21,0.486,0.768,0,10,0.02
C00872,38,100455,701,79,Classic,Digital,7359,921.77,0.302,0.8,0,7,0.02
C00873,40,38673,718,40,Classic,Digital,7194,509.17,0.274,0.74,0,7,0.111
C00874,42,48534,603,89,Classic,Digital,3041,624.46,0.602,0.711,0,7,0.11
C00875,22,80054,760,3,Platinum,Direct Mail,21142,2141.46,0.271,0.837,0,9,0.072
C00876,41,83997,673,108,Gold,Digital,11229,1443.65,0.441,0.753,0,6,0.162
C00877,36,49841,611,83,Classic, Digital,1000,439.85,0.713,0.735,0,9,0.02
C00878,38,101574,649,76,Gold,Partner,12968,1346.35,0.547,0.714,0,6,0.126
C00879,34,45600,639,36,Classic,Direct Mail,4115,653.56,0.343,0.706,0,7,0.12
C00880,52,53092,697,52,Gold, Branch,8185,968.25,0.558,0.867,2,10,0.02
C00881,46,60577,735,72,Gold,Partner,9645,1562.17,0.54,0.814,0,,0.02
C00882,64,75042,654,28,Gold,Digital,8564,1453.54,0.601,0.701,0,7,0.111
C00883,29,67314,707,24,Classic,Direct Mail,7582,657.88,0.493,0.763,0,10,0.02
C00884,29,102749,606,36,Classic,Direct Mail,7272,883.89,0.545,0.617,0,9,0.02
C00885,53,145407,733,51,Platinum,Branch,33114,3438.18,0.392,0.928,0,9,0.02
C00886,48,61715,589,35,Classic,Digital,2133,345.24,0.515,0.625,2,9,0.02
C00887,33,59114,761,73,Gold,Digital,11805,835.67,0.567,0.861,0,8,0.123
C00888,44,57016,761,13,Gold,Direct Mail,12215,1587.38,0.204,0.99,0,5,0.25
C00889,36,78144,762,77,Classic,Branch,7427,417.94,0.287,0.899,0,8,0.048
C00890,40,66237,763,40,Gold,Digital,13206,1081.21,0.156,0.919,0,9,0.02
C00891,51,78009,640,46,Gold,Digital,8181,1166.96,0.517,0.705,0,10,0.02
C00892,54,144990,736,52,Platinum,Digital,29878,3473.8,0.294,0.984,0,6,0.171
C00893,35,125772,708,21,Gold ,Branch,21693,2397.93,0.445,0.798,0,6,0.109
C00894,48,52894,673,72,Classic,Partner ,5466,595.68,0.574,0.74,0,8,0.02
C00895,51,74698,700,34,Gold,Direct Mail,11148,1553.37,0.365,0.893,0,10,0.02
C00896,23,73546,640,60,Gold,Digital,10357,1262.77,0.45,0.78,0,9,0.02
C00897,30,47281,672,10,Classic,Direct Mail,3261,150,0.598,0.787,1,5,0.249
C00898,31,66478,710,29,gold,Branch,9643,1420.49,0.256,0.852,0,9,0.02
C00899,37,106314,703,18,Platinum,Direct Mail,23174,2623.36,0.278,0.836,0,7,0.105
C00900,52,219557,723,5,Gold,Direct Mail,30661,3463.83,0.245,0.868,0,7,0.159
C00901,53,88713,570,18,Classic,Digital,6418,865.36,0.539,0.466,1,,0.235
C00902,22,51729,645,17,Classic,Direct Mail,1000,496.44,0.456,0.772,0,8,0.021
C00903,51,32415,697,64,Classic,Direct Mail,5097,150,0.291,0.877,0,10,0.02
C00904,36,88615,740,96,Platinum,Partner,19314,2148.14,0.477,0.636,0,6,0.169
C00905,47,57275,680,47,Gold,Digital,8525,1047.43,0.545,0.834,1,7,0.097
C00906,58,186639,828,30,Platinum,Branch,40000,4309.1,0.313,1.0,0,6,0.211
C00907,31,47981,638,29,Classic,Partner,3339,484.43,0.6,0.714,0,7,0.18
C00908,25,156352,673,175,Gold,Digital,20491,2419.25,0.496,0.843,0,7,0.106
C00909,31,67618,700,62,Classic,Digital,8043,1229.35,0.568,0.735,0,7,0.073
C00910,43,71324,711,38,Gold,Branch,13251,1172.19,0.2,0.696,0,6,0.161
C00911,50,28000,573,29,classic,Digital,2502,328.36,0.486,0.631,1,7,0.121
C00912,30,75327,674,94,Gold,Branch,12391,1766.47,0.336,0.689,0,7,0.073
C00913,44,71150,672,26,Gold,Digital,10722,1213.71,0.449,0.727,0,7,0.114
C00914,52,34681,733,37,Classic,Partner,4535,784.45,0.179,0.791,0,9,0.02
C00915,44,87628,721,11,Classic,digital,10746,1089.64,0.316,0.745,0,5,0.159
C00916,44,87378,668,24,Gold,Direct Mail,9263,1088.64,0.673,0.649,0,8,0.035
C00917,75,145510,728,24,Platinum,Digital,33465,3331.69,0.265,0.809,0,5,0.241
C00918,54,65716,642,26, Classic, Digital,3874,585.48,0.459,0.704,0,10,0.02
C00919,29,50318,656,37,Classic,Digital,5981,950.96,0.591,0.749,0,9,0.02
C00920,43,84838,701,76,Gold,Branch,12768,1483.77,0.386,0.718,0,7,0.097
C00921,38,96566,695,18,Gold,Partner,12624,1684.93,0.436,0.787,0,,0.103
C00922,51,85117,640,33,Classic,Direct Mail,5521,558.59,0.58,0.606,1,,0.164
C00923,53,55806,666,41,Classic,Branch,1446,364.36,0.25,0.828,0,8,0.02
C00924,48,41807,641,12,Classic,Branch,4619,150,0.391,0.654,0,7,0.116
C00925,37,87593,686,60,Gold,Digital,16771,1571.5,0.264,0.73,0,,0.02
C00926,59,83782,698,77,Gold,Partner,13806,1431.8,0.68,0.744,0,6,0.17
C00927,30,92899,645,51,Gold,Branch,14655,1270.75,0.346,0.58,0,8,0.039
C00928,37,81411,684,52,Classic,Branch,8842,1158.48,0.38,0.754,0,,0.134
C00929,36,61921,635,104,Classic,Digital,6102,726.4,0.423,0.654,0,7,0.129
C00930,23,104444,618,42,Classic,Digital ,5017,654.35,0.746,0.791,1,7,0.106
C00931,36,115110,728,18,Platinum,Branch ,22968,2417.81,0.331,0.853,0,8,0.039
C00932,43,87687,527,59,Classic,Direct Mail,2441,642.81,0.644,0.478,1,7,0.101
C00933,29,81601,654,28,Gold,Digital,12580,1312.67,0.255,0.677,1,10,0.02
C00934,35,64779,717,69,Gold,Branch,12658,1293.43,0.45,0.847,0,5,0.232
C00935,54,90207,548,45,Classic,Digital,2102,969.33,0.8,0.681,0,10,0.02
C00936,55,91226,744,36,Platinum,Partner,22434,2249.23,0.287,0.962,0,9,0.02
C00937,32,101793,700,23,Platinum,Digital,21222,1677.75,0.272,0.772,0,7,0.09
C00938,57,44651,674,36,Classic,Partner,4620,634.39,0.595,0.825,0,8,0.062
C00939,25,48837,670,48,classic,Digital,3763,620.46,0.271,0.831,0,7,0.116
C00940,58,74015,594,77,Classic,Branch,1654,501.05,0.527,0.486,0,6,0.149
C00941,40,64038,716,5, Gold,Branch,10673,790.42,0.44,0.736,0,7,0.24
C00942,50,75205,683,72,Gold,Direct Mail,10922,1468.04,0.558,0.829,0,9,0.02
C00943,29,68941,656,40,Gold,Direct Mail,8800,701.97,0.521,0.704,0,6,0.218
C00944,39,66366,682,60,Gold,Digital,8660,1009.3,0.291,0.729,0,7,0.109
C00945,67,92735,658,49,Gold,Direct Mail,13821,1711.8,0.45,0.598,0,7,0.094
C00946,43,52041,575,11,Classic,Direct Mail,2138,323.77,0.426,0.595,0,7,0.142
C00947,32,71708,637,54,Classic,Direct Mail,2633,367.59,0.615,0.671,0,9,0.02
C00948,37,62473,616,50,Classic,Branch,3148,584.55,0.542,0.702,0,7,0.102
C00949,43,78519,657,106,Gold,Partner,10619,1551.73,0.342,0.713,0,8,0.061
C00950,61,106489,740,30,Classic,Digital,10461,1376.23,0.326,0.766,0,,0.119
C00951,32,49685,679,92,Classic,Digital,4704,591.21,0.301,0.781,0,9,0.02
C00952,33,135026,830,88,Platinum,Digital,31367,2930.08,0.183,0.995,0,6,0.149
C00953,46,83957,660,84,Gold,Digital,9530,1176.24,0.467,0.782,0,8,0.02
C00954,53,72424,733,45,Classic,Digital,10316,1252.66,0.442,0.758,0,7,0.094
C00955,38,53258,632,35,Classic,Digital,2666,293.53,0.411,0.65,0,10,0.02
C00956,26,84378,677,58,Classic,Direct Mail,8424,966.92,0.351,0.723,0,10,0.02
C00957,43,88912,578,128,Classic,Digital,3460,448.65,0.556,0.48,0,7,0.095
C00958,34,48530,602,8,CLASSIC,Partner,5619,700.56,0.464,0.547,0,6,0.204
C00959,49,29344,650,54,Classic,Branch,1000,431.46,0.387,0.752,0,6,0.146
C00960,56,44325,634,93,Classic,Digital,4025,254.9,0.532,0.712,0,6,0.186
C00961,48,32175,749,10,Classic,Partner,6664,1040.2,0.251,0.796,0,7,0.139
C00962,37,108595,748,25,Platinum,Digital,25159,3074.45,0.429,0.82,0,8,0.063
C00963,32,60049,652,45,CLASSIC,Branch,3837,689.6,0.402,0.586,0,8,0.062
C00964,44,54222,697,50,Gold,Digital,6719,332.6,0.383,0.798,0,5,0.283
C00965,50,94543,802,27,Platinum,Digital,25350,2326.46,0.131,0.954,0,9,0.02
C00966,21,59413,626,15,Classic, Digital,5084,1114.14,0.32,0.686,0,9,0.033
C00967,47,82287,677,35,Gold,Partner,11223,1444.66,0.306,0.742,0,8,0.06
C00968,48,28000,670,38,Classic,Digital,6340,583.02,0.362,0.741,0,6,0.161
C00969,31,65890,653,64,Classic,Digital,4179,628.98,0.493,0.638,0,6,0.173
C00970,52,103797,690,19,Classic,Digital,7920,795.1,0.491,0.793,0,9,0.02
C00971,67,53743,637,64,Classic,Partner,3271,570.62,0.544,0.624,0,8,0.088
C00972,30,40184,708,61,classic,Partner,6903,974.36,0.453,0.78,0,5,0.233
C00973,37,95190,743,78,Gold,Branch,18569,1986.19,0.529,0.943,0,9,0.02
C00974,41,70127,682,15,Gold,Digital,10094,820.46,0.419,0.754,0,10,0.02
C00975,44,36389,616,102,Classic,Digital,1000,450.11,0.547,0.752,0,6,0.166
C00976,40,31039,657,29,Classic ,Digital,1036,342.85,0.541,0.926,0,6,0.197
C00977,25,52980,624,43,Classic,Digital,3732,744.64,0.564,0.62,1,8,0.047
C00978,39,88720,671,7,Gold, Direct Mail,11628,1746.97,0.453,0.881,0,7,0.133
C00979,61,116455,661,27,Platinum,Digital,24247,3075.33,0.553,0.749,0,9,0.02
C00980,44,38235,683,70,Classic,Direct Mail,5142,593.03,0.215,0.797,0,5,0.207
C00981,34,69375,590,44,Classic,Digital,3672,702.1,0.377,0.775,1,7,0.089
C00982,36,82150,653,37,Gold,Branch,9265,1224.11,0.393,0.763,0,5,0.221
C00983,38,89727,640,39,Gold,Direct Mail,7170,867.98,0.321,0.576,0,9,0.114
C00984,26,46109,679,34,Classic,Digital,3001,893.44,0.38,0.738,1,8,0.025
C00985,59,57732,699,60,Gold,Digital,6703,1007.97,0.283,0.579,0,8,0.056
C00986,34,76486,620,34,Classic,Branch,4612,597.16,0.375,0.646,0,,0.02
C00987,53,34862,598,54,Classic,Direct Mail,1000,446.56,0.484,0.757,0,9,0.02
C00988,39,91933,659,81,Gold,Partner,14619,1510.31,0.326,0.764,1,,0.02
C00989,43,77556,731,19,Gold,Partner,12650,1905.9,0.657,0.776,0,7,0.115
C00990,25,48087,667,55,Classic,Partner,1042,301.95,0.369,0.774,1,7,0.132
C00991,45,55945,663,14,Classic,Branch,2987,188.48,0.493,0.685,0,9,0.02
C00992,23,71326,630,4,Classic,Partner,8305,818.88,0.493,0.767,1,6,0.214
C00993,24,77873,750,20,Gold,Digital,13726,1465.54,0.206,0.806,0,8,0.02
C00994,21,82284,751,55,Platinum,Digital,18440,2114.02,0.304,0.781,0,9,0.02
C00995,30,56285,639,33,Classic,Partner,2302,731.56,0.484,0.656,0,8,0.042
C00996,35,82671,638,15,Gold,Digital,9518,1669.52,0.542,0.559,0,7,0.075
C00997,36,49918,769,42,Gold,Branch,9924,887.56,0.414,0.948,0,10,0.034
C00998,57,136501,640,11,platinum,Direct Mail,27859,3231.54,0.38,0.812,0,6,0.162
C00999,36,97568,635,40,Gold,Digital,12540,1653.41,0.433,0.756,0,6,0.136
C01000,27,71877,722,22,Classic,Digital,6244,614.0,0.566,0.709,0,7,0.098
C01001,25,64044,602,48,Classic,Digital,4113,824.64,0.57,0.563,0,8,0.029
C01002,56,96235,699,18,Gold,Direct Mail,13801,1754.24,0.355,0.737,0,6,0.181
C01003,35,30356,656,29,Classic,Digital,1534,248.74,0.376,0.679,0,4,0.269
C01004,34,88958,701,27,Gold,Branch,16020,1504.14,0.466,0.862,0,6,0.117
C01005,33,103764,738,18,Platinum,Partner,24210,2840.32,0.352,0.851,0,4,0.313
C01006,34,88830,797,44,Platinum,Digital,24505,2379.73,0.352,1.0,0,,0.02
C01007,45,181472,693,29,Platinum,Partner,38328,3675.23,0.364,0.622,0,10,0.02
C01008,39,88180,684,32,Gold,Digital,12883,1642.42,0.491,0.711,0,8,0.042
C01009,59,122457,599,98,Classic,Branch,9215,1010.94,0.336,0.608,0,6,0.221
C01010,50,92852,671,12,Gold,Digital,12317,1391.29,0.499,0.635,0,6,0.14
C01011,58,43084,696,40,Classic,Digital,9543,1110.1,0.442,0.832,0,6,0.126
C01012,34,28000,585,52,Classic,Digital,1441,375.8,0.624,0.549,1,7,0.113
C01013,40,43125,754,31,Gold,Digital,14327,1160.38,0.301,0.798,0,8,0.02
C01014,45,35540,726,44,Classic,Direct Mail,4682,328.35,0.272,0.901,0,6,0.185
